name,ingredients,diet,flavor_profile,state,region
Chicken manchurian,"chicken, capsicum, oil, spring, bell, garlic, tomato, vinegar, sauce, ginger, onions, flour, salt, sugar, soya, water, rice, corn, ",non vegetarian,spicy,-1,Indo-chinese
Chicken fried rice,"chicken, oil, green, spring, bell, garlic, onions, sauce, salt, soya, rice, corn, ",non vegetarian,spicy,-1,Indo-chinese
Sweet corn rice recipe | Sweet corn fried rice,"oil, green, spring, butter, sweet, garlic, onions, capsicum, water, rice, corn, ",vegetarian,spicy,-1,Indo-chinese
Mushroom manchurian,"mushrooms, oil, bell, chilli, garlic, tomato, vinegar, sauce, ginger, flour, salt, capsicum, soya, water, sugar, spring, corn, ",vegetarian,spicy,-1,Indo-chinese
soya chunks fried rice recipe,"peas, Carrots, oil, spring, bell, sesame, onions, vinegar, garlic, sauce, salt, capsicum, soya, rice, ",vegetarian,spicy,-1,Indo-chinese
Schezwan chicken,"chicken, rice, oil, sesame, garlic, onions, vinegar, sauce, ginger, chilli, salt, sugar, soya, spring, corn, ",non vegetarian,spicy,-1,Indo-chinese
Chilli garlic noodles,"noodles, oil, bell, sesame, garlic, chilli, vinegar, sauce, onions, salt, sugar, carrot, soya, spring, ",vegetarian,spicy,-1,Indo-chinese
Gobi manchurian recipe,"rice, oil, green, bell, chilli, garlic, onions, tomato, sauce, ginger, vinegar, flour, salt, sugar, soya, water, spring, corn, ",vegetarian,spicy,-1,Indo-chinese
Chilli mushroom recipe,"mushrooms, peanut, oil, green, bell, onions, garlic, tomato, sauce, sugar, capsicum, soya, water, spring, ",vegetarian,spicy,-1,Indo-chinese
Chilli chicken,"chicken, oil, green, bell, chilli, tomato, vinegar, garlic, sauce, flour, sugar, soya, water, spring, corn, ",non vegetarian,spicy,-1,Indo-chinese
Veg noodles recipe (Vegetable noodles),"noodles, oil, green, bell, sesame, garlic, onions, vinegar, sauce, lemon, chilli, salt, soya, spring, ",vegetarian,spicy,-1,Indo-chinese
Mushroom fried rice recipe | Mushroom rice recipe,"rice, mushrooms, oil, green, bell, onions, garlic, vinegar, sauce, capsicum, soya, spring, ",vegetarian,spicy,-1,Indo-chinese
Chilli fish,"green, bell, garlic, onions, vinegar, sauce, ginger, flour, salt, fish, soya, water, sugar, spring, corn, ",vegetarian,spicy,-1,Indo-chinese
Chicken soup recipe | How to make Indian chicken soup,"chicken, potato, oil, garlic, ghee, ginger, carrot, cinnamon, corn, ",non vegetarian,spicy,-1,Indo-chinese
Schezwan paneer recipe | Indo chinese spicy schezwan paneer recipe,"capsicum, oil, celery, schezwan, garlic, vinegar, tomato, sauce, ginger, salt, flour, sugar, soya, water, spring, corn, ",vegetarian,spicy,-1,Indo-chinese
Veg fried rice recipe,"mushrooms, beans, Carrots, oil, green, onions, sauce, vinegar, Rice, ",vegetarian,spicy,-1,Indo-chinese
Manchow Soup,"noodles, celery, bell, cabbage, onions, ginger, fry, spring, mushrooms, garlic, salt, beans, coriander, sauce, soya, corn, oil, green, chilli, carrot, vinegar, rice, ",vegetarian,spicy,-1,Indo-chinese
Schezwan noodles,"noodles, oil, celery, chillies, sesame, onions, chilli, tomato, sauce, garlic, ginger, vinegar, salt, sugar, soya, spring, ",vegetarian,spicy,-1,Indo-chinese
Garlic mushrooms,"mushrooms, oil, coriander, chilli, garlic, onions, salt, sugar, vinegar, water, lemon, ",vegetarian,spicy,-1,Indo-chinese
Vegetable soup,"peas, oil, beans, cabbage, sweet, onions, garlic, lemon, chilli, ginger, salt, sugar, vinegar, water, spring, corn, ",vegetarian,spicy,-1,Indo-chinese
Clear soup with vegetables,"mushrooms, beans, oil, coriander, celery, cabbage, garlic, ginger, spring, ",vegetarian,spicy,-1,Indo-chinese
Garlic chicken,"chicken, Yogurt, chilli, onions, dahi, garlic, sugar, curd, ",non vegetarian,spicy,-1,Indo-chinese
Cabbage rice (Cabbage fried rice),"peas, oil, green, cabbage, garlic, sauce, vinegar, soya, rice, ",vegetarian,spicy,-1,Indo-chinese
Lemon chicken recipe | how to make lemon chicken recipe | chicken starter,"chicken, mint, oil, green, coriander, celery, garlic, sauce, ginger, turmeric, salt, sugar, soya, lemon, ",non vegetarian,spicy,-1,Indo-chinese
Spring rolls recipe | How to make veg spring rolls,"noodles, oil, green, bell, cabbage, onions, vinegar, sauce, salt, capsicum, soya, carrot, spring, ",vegetarian,spicy,-1,Indo-chinese
Veg manchurian recipe,"bell, cabbage, onions, ginger, spring, garlic, flour, salt, capsicum, beans, gravy, sauce, soya, water, corn, oil, sugar, carrot, vinegar, ",vegetarian,spicy,-1,Indo-chinese
Schezwan sauce,"oil, celery, sesame, garlic, onions, vinegar, sauce, ginger, tomato, salt, sugar, soya, water, ",vegetarian,spicy,-1,Indo-chinese
Chilli paneer (restaurant style dry & gravy),"capsicum, oil, green, chilli, tomato, vinegar, garlic, sauce, onions, salt, flour, sugar, soya, water, spring, corn, ",vegetarian,spicy,-1,Indo-chinese
Schezwan fried rice,"celery, bell, onions, ginger, spring, garlic, tomato, salt, capsicum, beans, sauce, soya, water, corn, oil, chilli, sugar, vinegar, rice, ",vegetarian,spicy,-1,Indo-chinese
Hakka noodles recipe,"noodles, capsicum, beans, oil, green, rice, cabbage, sesame, garlic, chilli, vinegar, sauce, carrot, soya, spring, ",vegetarian,spicy,-1,Indo-chinese
Baby Corn Manchurian Recipe | How to make baby corn manchurian,"oil, green, bell, chilli, garlic, onions, vinegar, sauce, ginger, tomato, salt, flour, capsicum, soya, spring, corn, ",vegetarian,spicy,-1,Indo-chinese
"chilli garlic fried rice, how to make chilli garlic veg fried rice","capsicum, beans, oil, spring, garlic, vinegar, onions, sauce, sugar, carrot, soya, rice, ",vegetarian,spicy,-1,Indo-chinese
Chilli prawns,"capsicum, oil, green, bell, sesame, onions, garlic, sweet, sauce, chilli, vinegar, prawns, salt, sugar, flour, soya, water, corn, ",non vegetarian,spicy,-1,Indo-chinese
Paneer fried rice,"oil, green, spring, bell, chilli, garlic, onions, sauce, ginger, turmeric, salt, carrot, curd, soya, rice, masala, ",vegetarian,spicy,-1,Indo-chinese
Cabbage stir fry,"oil, green, bell, cabbage, sesame, garlic, vinegar, sauce, soya, ",vegetarian,spicy,-1,Indo-chinese
schezwan chicken fried rice recipe | spicy chicken fried rice,"chicken, oil, spring, bell, schezwan, garlic, onions, vinegar, sauce, ginger, sugar, soya, water, rice, corn, ",non vegetarian,spicy,-1,Indo-chinese
